name,calories,protein,fat,carbohydrate,goal
"Veal, raw, separable lean and fat, whole (arm and blade), shoulder",130,19.27,5.28,0.0,Muscle Gain
"Hyacinth-beans, with salt, drained, boiled, cooked, immature seeds",50,2.95,0.27,9.2,Weight Loss
"Mustard spinach, with salt, drained, boiled, cooked, (tendergreen)",16,1.7,0.2,2.8,Weight Loss
"Leavening agents, straight phosphate, double-acting, baking powder",51,0.1,0.0,24.1,Weight Loss
"Beef, raw, separable lean only, bolar blade, imported, New Zealand",129,22.09,4.49,0.0,Muscle Gain
"Syrups, HERSHEY'S Genuine Chocolate Flavored Lite Syrup, chocolate",153,1.4,0.97,34.56,Weight Loss
"Lamb, raw, separable lean only, loin saddle, imported, New Zealand",131,20.86,5.32,0.0,Muscle Gain
"Cereals, without salt, prepared with water, chocolate, MALT-O-MEAL",47,1.37,0.1,9.22,Weight Loss
"Turkey, raw, with added solution, meat only, from whole bird, wing",102,21.54,1.66,0.14,Muscle Gain
"Chicken, stewed, cooked, meat and skin, breast, broilers or fryers",184,27.39,7.42,0.0,Muscle Gain
"Tomatoes, no salt added, packed in tomato juice, canned, ripe, red",16,0.79,0.25,3.47,Weight Loss
"Chicken, stewed, cooked, meat only, light meat, broilers or fryers",159,28.88,3.99,0.0,Muscle Gain
"Chicken, roasted, cooked, meat only, dark meat, broilers or fryers",205,27.37,9.73,0.0,Muscle Gain
"Fish, drained solids with bone, without salt, canned, chum, salmon",141,21.43,5.5,0.0,Muscle Gain
"Peas, without salt, drained, boiled, cooked, frozen, edible-podded",52,3.5,0.38,9.02,Weight Loss
"CAMPBELL'S Red and White - Microwaveable Bowls, Creamy Tomato Soup",64,1.22,2.04,10.2,Weight Loss
"Game meat, stewed, cooked, composite of cuts, domesticated, rabbit",206,30.38,8.41,0.0,Muscle Gain
"Beverages, B6, E, C, fortified with vitamins A, orange mango, FUZE",38,0.68,0.06,9.2,Weight Loss
"Succotash, without salt, drained, boiled, cooked, (corn and limas)",115,5.07,0.8,24.38,Weight Loss
"CRACKER BARREL, from kid's menu, fried, chicken tenderloin platter",294,18.67,15.41,20.24,Muscle Gain
"Pork, raw, separable lean and fat, country-style ribs, loin, fresh",189,19.34,11.82,0.0,Muscle Gain
"Pork, roasted, separable lean and fat, arm picnic, shoulder, cured",280,20.43,21.35,0.0,Muscle Gain
"Beans, low sodium, solids and liquids, canned, mature seeds, pinto",82,4.6,0.56,15.18,Weight Loss
"Infant formula, ready-to-feed, low iron, SIMILAC, ABBOTT NUTRITION",65,1.36,3.55,6.93,Weight Loss
"Wheat flour, unenriched, bleached, 15% protein, white (industrial)",362,15.33,1.41,69.88,Muscle Gain
"Fast foods, and condiments, cheese, sausage patty, with egg, bagel",295,12.98,16.97,22.64,Maintain
"Grapefruit, solids and liquids, light syrup pack, canned, sections",60,0.56,0.1,15.44,Weight Loss
"Pork, roasted, canned, regular (approximately 13% fat), ham, cured",226,20.53,15.2,0.42,Muscle Gain
"Infant formula, ready-to-feed, with iron, GOOD START 2 Soy, GERBER",65,1.84,3.28,7.15,Weight Loss
"CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta",206,19.0,10.95,7.8,Muscle Gain
"Beef, braised, cooked, choice, separable lean only, shortribs, rib",295,30.76,18.13,0.0,Muscle Gain
"Chicken, raw, with added solution, meat only, drumstick, dark meat",106,19.19,3.26,0.0,Muscle Gain
"Pork, unheated, separable lean and fat, bone-in, shank, ham, cured",177,21.61,9.85,0.41,Muscle Gain
"Pork, unheated, separable lean and fat, bone-in, slice, ham, cured",173,22.45,9.17,0.21,Muscle Gain
"Babyfood, junior, without ascorbic acid, plums with tapioca, fruit",74,0.1,0.0,20.5,Weight Loss
"Pork, braised, cooked, heart, variety meats and by-products, fresh",148,23.6,5.05,0.4,Muscle Gain
"CAMPBELL'S CHUNKY Soups, Firehouse - Hot & Spicy Beef & Bean Chili",95,6.12,3.27,10.2,Weight Loss
"Soup, prepared with equal volume water, canned, cream of asparagus",35,0.94,1.68,4.38,Weight Loss
"Soup, prepared with equal volume low fat (2%) milk, canned, tomato",55,2.42,1.24,9.82,Weight Loss
"Cheese product, vitamin D fortified, American, pasteurized process",312,17.12,23.11,8.8,Muscle Gain
"Cabbage, without salt, drained, boiled, cooked, chinese (pak-choi)",12,1.56,0.16,1.78,Weight Loss
"Turkey, roasted, cooked, with added solution, meat only, dark meat",158,26.1,6.0,0.0,Muscle Gain
"Turkey from whole, raw, with added solution, meat only, light meat",101,21.54,1.66,0.0,Muscle Gain
"Chicken, raw, with added solution, meat and skin, thigh, dark meat",197,16.56,14.58,0.0,Muscle Gain
"Cabbage, raw, stored, common (danish, domestic, and pointed types)",24,1.21,0.18,5.37,Weight Loss
"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",61,3.15,3.27,4.78,Weight Loss
"Apricots, solids and liquids, with skin, heavy syrup pack, canned",83,0.53,0.08,21.47,Weight Loss
"Apricots, solids and liquids, with skin, light syrup pack, canned",63,0.53,0.05,16.49,Weight Loss
"Lamb, raw, separable lean only, neck chops, imported, New Zealand",151,19.84,7.97,0.0,Muscle Gain
"Lamb, raw, separable lean only, hind-shank, imported, New Zealand",115,20.4,3.35,0.73,Muscle Gain
"Veal, braised, cooked, separable lean only, shank (fore and hind)",177,32.22,4.33,0.0,Muscle Gain
"POPEYES, meat and skin with breading, Breast, Mild, Fried Chicken",274,21.67,16.47,9.83,Muscle Gain
"Chicken, stewed, cooked, meat only, drumstick, broilers or fryers",169,27.5,5.71,0.0,Muscle Gain
"Chicken, raw, meat only, drumstick, dark meat, broilers or fryers",116,19.41,3.71,0.0,Muscle Gain
"Turkey, skin and bone removed, cooked, smoked, light or dark meat",170,29.3,5.0,0.0,Muscle Gain
"Swamp cabbage (skunk cabbage), with salt, drained, boiled, cooked",20,2.08,0.24,3.7,Weight Loss
"Plums, solids and liquids, extra heavy syrup pack, purple, canned",101,0.36,0.1,26.31,Weight Loss
"Beverages, ready-to-drink, vanilla flavor, sweetened, almond milk",38,0.42,1.04,6.59,Weight Loss
"Chicken, roasted, cooked, meat and skin, back, broilers or fryers",300,25.95,20.97,0.0,Muscle Gain
"MORNINGSTAR FARMS Tomato & Basil Pizza Burger, unprepared, frozen",161,15.5,8.6,14.0,Muscle Gain
"Beef, pan-broiled, cooked, patty, 90% lean meat / 10% fat, ground",204,25.21,10.68,0.0,Muscle Gain
"Beef, pan-broiled, cooked, patty, 85% lean meat / 15% fat, ground",232,24.62,14.02,0.0,Muscle Gain
"Beverages, Cranberry Energy Juice Drink, Cran-Energy, OCEAN SPRAY",15,0.0,0.0,3.75,Weight Loss
"Fish, dry heat, cooked, mixed species, Pacific and jack, mackerel",201,25.73,10.12,0.0,Muscle Gain
"Rice, cooked without salt, unenriched, regular, long-grain, white",130,2.69,0.28,28.17,Weight Loss
"Chicken, stewed, cooked, meat and skin, thigh, broilers or fryers",232,23.26,14.74,0.0,Muscle Gain
"MORNINGSTAR FARMS Lasagna with Veggie Sausage, unprepared, frozen",96,7.1,2.3,14.4,Weight Loss
"Rice, prepared, enriched, precooked or instant, long-grain, white",124,2.18,0.5,26.76,Weight Loss
"Lima beans, without salt, drained, boiled, cooked, immature seeds",123,6.81,0.32,23.64,Weight Loss
"Grapes, solids and liquids, water pack, thompson seedless, canned",40,0.5,0.11,10.3,Weight Loss
"Cranberry juice cocktail, prepared with water, frozen concentrate",47,0.01,0.0,11.81,Weight Loss
"Beverages, prepared with water, powder, with aspartame, cocoa mix",29,1.21,0.23,5.61,Weight Loss
"Infant formula, ready-to-feed, PROTECT PLUS, GOOD START 2, GERBER",66,1.44,3.37,7.39,Weight Loss
"Beef, raw, separable lean only, tenderloin, imported, New Zealand",140,21.19,6.1,0.0,Muscle Gain
"Pork, raw, separable lean only, tenderloin, loin, enhanced, fresh",106,20.39,2.09,0.0,Muscle Gain
"Soup, prepared with equal volume water, canned, chicken with rice",24,1.45,0.78,2.92,Weight Loss
"Cereals ready-to-eat, Regular, KRETSCHMER Wheat Germ, SUN COUNTRY",366,31.43,9.56,49.38,Muscle Gain
"Fast Food, thick crust, pepperoni topping, 14"" pizza, Pizza Chain",287,11.49,12.58,31.84,Maintain
"Gourd, with salt, drained, boiled, cooked, dishcloth (towelgourd)",54,0.66,0.34,13.75,Weight Loss
"CAMPBELL'S Red and White, condensed, Mega Noodle in Chicken Broth",71,2.38,1.59,11.9,Weight Loss
"Game meat, broiled, cooked, separable lean only, tenderloin, deer",149,29.9,2.35,0.0,Muscle Gain
"CAMPBELL'S Soup on the Go, Vegetable with Mini Round Noodles Soup",33,0.66,0.16,6.89,Weight Loss
"Chicken, batter, fried, cooked, meat and skin, broilers or fryers",289,22.54,17.35,9.42,Muscle Gain
"Cabbage, without salt, drained, boiled, cooked, chinese (pe-tsai)",14,1.5,0.17,2.41,Weight Loss
"Lamb, raw, separable lean only, tenderloin, imported, New Zealand",116,20.53,3.81,0.0,Muscle Gain
"Beverages, with vitamin E added, reduced sugar, fruit juice drink",39,0.0,0.07,10.0,Weight Loss
"Margarine-like, with salt, liquid, fat free, vegetable oil spread",43,1.5,3.0,2.5,Weight Loss
"Artichokes, with salt, drained, boiled, cooked, (globe or french)",51,2.89,0.34,11.39,Weight Loss
"Ice creams, Vanilla Chocolate Strawberry, No Sugar Added, BREYERS",143,3.71,6.26,21.7,Weight Loss
"Broadbeans, without salt, drained, boiled, cooked, immature seeds",62,4.8,0.5,10.1,Weight Loss
"Turkey, raw, with added solution, meat only, breast, retail parts",111,21.99,2.53,0.0,Muscle Gain
"Lamb, raw, separable lean only, fore-shank, imported, New Zealand",122,22.05,3.77,0.0,Muscle Gain
"Chicken, fried, cooked, meat only, light meat, broilers or fryers",192,32.82,5.54,0.42,Muscle Gain
"Chicken, stewed, cooked, meat only, dark meat, broilers or fryers",192,25.97,8.98,0.0,Muscle Gain
"Beef, pan-broiled, cooked, patty, 80% lean meat / 20% fat, ground",246,24.04,15.94,0.0,Muscle Gain
"Beef, pan-broiled, cooked, patty, 75% lean meat / 25% fat, ground",248,23.45,16.44,0.0,Muscle Gain
"Beans, with salt, boiled, cooked, mature seeds, all types, kidney",127,8.67,0.5,22.8,Weight Loss
"Beans, with salt, boiled, cooked, mature seeds, cranberry (roman)",136,9.34,0.46,24.46,Weight Loss
"Pork, roasted, cooked, separable lean and fat, whole, loin, fresh",248,27.09,14.65,0.0,Muscle Gain
"Pork, broiled, cooked, separable lean and fat, whole, loin, fresh",242,27.32,13.92,0.0,Muscle Gain
"CAMPBELL'S Red and White - Microwaveable Bowls, Chicken Rice Soup",30,0.82,0.41,5.71,Weight Loss
"DIGIORNO Pizza, baked, frozen, thin crispy crust, supreme topping",255,11.41,10.8,28.05,Maintain
"USDA Commodity, cooked, frozen, bulk/links/patties, sausage, pork",267,19.76,20.26,0.0,Muscle Gain
"Restaurant, without meat or noodles, vegetable chow mein, Chinese",43,1.34,1.68,5.74,Weight Loss
"Chicken, cooked simmered, meat and skin, neck, broilers or fryers",247,19.61,18.1,0.0,Muscle Gain
"PREGO Pasta, ready-to-serve, Diced Onion and Garlic Italian Sauce",92,1.54,3.46,13.85,Weight Loss
"Beverages, decaffeinated, prepared with tap water, brewed, coffee",0,0.1,0.0,0.0,Weight Loss
"Soup, prepared with equal volume milk, canned, cream of asparagus",65,2.55,3.3,6.61,Weight Loss
"MORNINGSTAR FARMS Chik'n Grill Veggie Patties, unprepared, frozen",118,12.8,4.8,10.2,Weight Loss
"Pigeonpeas, without salt, drained, boiled, cooked, immature seeds",111,5.96,1.36,19.49,Weight Loss
"Milk, without added vitamin A and vitamin D, regular, nonfat, dry",362,36.16,0.77,51.98,Muscle Gain
"Babyfood, strained, without ascorbic acid, fruit dessert, dessert",59,0.3,0.0,16.0,Weight Loss
"Chicken, roasted, cooked, meat and skin, wing, broilers or fryers",254,23.79,16.87,0.0,Muscle Gain
"Pork, unheated, separable lean and fat, bone-in, rump, ham, cured",176,22.27,9.38,0.52,Muscle Gain
"Fast Food, regular crust, sausage topping, 14"" pizza, Pizza Chain",280,11.5,12.35,30.62,Maintain
"Soup, prepared with equal volume water, canned, cream of mushroom",39,0.66,2.59,3.33,Weight Loss
"Milk, without added vitamin A and vitamin D, instant, nonfat, dry",358,35.1,0.72,52.19,Muscle Gain
"Squash, with salt, drained, boiled, cooked, all varieties, summer",20,0.91,0.31,4.31,Weight Loss
"Soy sauce, made from hydrolyzed vegetable protein, reduced sodium",90,8.19,0.31,14.44,Weight Loss
"Soup, ready-to-serve, canned, reduced sodium, beef and vegetables",42,3.26,0.95,4.99,Weight Loss
"Veal, raw, separable lean only, cubed for stew (leg and shoulder)",109,20.27,2.5,0.0,Muscle Gain
"Beans, without salt, boiled, cooked, mature seeds, great northern",118,8.33,0.45,21.09,Weight Loss
"CAMPBELL'S CHUNKY Soups, HEALTHY REQUEST New England Clam Chowder",53,2.04,1.22,8.16,Weight Loss
"Cherries, solids and liquids, heavy syrup pack, canned, red, sour",91,0.73,0.1,23.27,Weight Loss
"Cherries, solids and liquids, light syrup pack, canned, red, sour",75,0.74,0.1,19.3,Weight Loss
"Rice and vermicelli mix, prepared with 80% margarine, beef flavor",129,2.82,3.2,22.03,Weight Loss
"KASHI, Frozen Entree, Roasted Garlic Chicken Farfalle, STEAM MEAL",103,5.5,3.2,14.6,Weight Loss
"Babyfood, prepared with whole milk, with bananas, oatmeal, cereal",86,3.82,3.46,10.0,Weight Loss
"Turkey, raw, with added solution, meat only, dark meat from whole",115,19.27,4.12,0.1,Muscle Gain
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza, Classic Hand-Tossed Crust",244,10.33,11.1,25.72,Maintain
"Cowpeas, raw, mature seeds, common (blackeyes, crowder, southern)",336,23.52,1.26,60.03,Muscle Gain
"Fast Foods, meat and skin with breading, Drumstick, Fried Chicken",267,21.13,16.92,7.59,Muscle Gain
"Broccoli, without salt, drained, boiled, cooked, chopped, frozen",28,3.1,0.12,5.35,Weight Loss
"Fast foods, with condiments, regular patty, cheeseburger; single",270,13.49,12.9,25.46,Maintain
"Chicken, fried, cooked, meat only, drumstick, broilers or fryers",195,28.62,8.08,0.0,Muscle Gain
"Chicken, roasted, cooked, meat and skin, leg, broilers or fryers",184,24.03,8.99,0.0,Muscle Gain
"Fast foods, and canadian bacon, cheese, with egg, english muffin",228,13.64,9.66,21.67,Maintain
"Crustaceans, moist heat, cooked, farmed, mixed species, crayfish",87,17.52,1.3,0.0,Muscle Gain
"Formulated bar, milk chocolate peanut, SLIM-FAST OPTIMA meal bar",386,16.19,8.92,60.21,Muscle Gain
"Chicken, stewed, cooked, meat and skin, back, broilers or fryers",258,22.18,18.14,0.0,Muscle Gain
"Pizza, cooked, frozen, regular crust, meat and vegetable topping",276,11.28,14.43,25.14,Maintain
"Beans, boiled with salt, cooked, mature seeds, royal red, kidney",123,9.49,0.17,21.85,Weight Loss
"MORNINGSTAR FARMS Italian Herb Chik'n Pattie, unprepared, frozen",236,13.6,7.0,31.1,Maintain
"SUBWAY, turkey breast sub on white bread with lettuce and tomato",147,9.12,2.31,22.42,Weight Loss
"PREGO Pasta, ready-to-serve, Mushroom and Parmesan Italian Sauce",104,2.4,2.8,17.6,Weight Loss
"CAMPBELL'S Red and White, condensed, 25% Less Sodium Tomato Soup",73,1.61,0.0,16.13,Weight Loss
"Broadbeans (fava beans), with salt, boiled, cooked, mature seeds",110,7.6,0.4,19.65,Weight Loss
"Beverage, not reconstituted, chocolate, instant breakfast powder",353,19.9,1.4,66.2,Muscle Gain
"Vegetables, without salt, drained, boiled, cooked, frozen, mixed",65,2.86,0.15,13.09,Weight Loss
"Beef, pan-broiled, patty cooked, 70% lean meat / 30% fat, ground",238,22.86,15.54,0.0,Muscle Gain
"SUBWAY, lettuce and tomato, B.L.T. sub on white bread with bacon",205,10.06,6.41,26.66,Maintain
"POPEYES, meat and skin with breading, Thigh, Mild, Fried Chicken",310,19.14,20.99,11.2,Muscle Gain
"Beef, raw, separable lean only, eye round, imported, New Zealand",116,20.15,3.35,1.35,Muscle Gain
"Beef, raw, separable lean only, cube roll, imported, New Zealand",161,19.77,8.51,1.38,Muscle Gain
"Soup, prepared with equal volume water, canned, cream of chicken",48,1.41,3.02,3.8,Weight Loss
"Puddings, prepared with 2% milk, regular, dry mix, coconut cream",104,3.1,2.5,17.8,Weight Loss
"Cereals ready-to-eat, KRETSCHMER Toasted Wheat Bran, SUN COUNTRY",200,17.56,5.16,59.51,Muscle Gain
"Tofu, prepared with calcium sulfate, salted and fermented (fuyu)",116,8.15,8.0,5.15,Weight Loss
"Veal, braised, cooked, separable lean only, osso buco, foreshank",157,29.12,4.51,0.0,Muscle Gain
"Veal, raw, separable lean only, composite of trimmed retail cuts",112,20.2,2.87,0.0,Muscle Gain
"Beverages, DANNON Fluoride To Go, non-carbonated, bottled, water",0,0.0,0.0,0.03,Weight Loss
"Game meat, broiled, cooked, separable lean only, tenderloin, elk",162,30.76,3.41,0.0,Muscle Gain
"Veal, raw, separable lean only, bone-in, fore, shank, Australian",123,20.18,4.65,0.0,Muscle Gain
"Collards, without salt, drained, boiled, cooked, chopped, frozen",36,2.97,0.41,7.1,Weight Loss
"Chicken, flour, fried, cooked, meat and skin, broilers or fryers",269,28.56,14.92,3.15,Muscle Gain
"Fast Food, regular crust, cheese topping, 14"" pizza, Pizza Chain",266,11.39,9.69,33.33,Maintain
"Fat free ice cream, flavors other than chocolate, no sugar added",129,4.41,0.0,27.94,Weight Loss
"Fish, drained solids with bone, canned in oil, Atlantic, sardine",208,24.62,11.45,0.0,Muscle Gain
"Beef, pan-broiled, cooked, patty, 95% lean meat / 5% fat, ground",164,25.8,5.94,0.0,Muscle Gain
"Soup, single brand, ready-to-serve, chunky, chicken corn chowder",99,3.1,6.3,7.5,Weight Loss
"Lamb, raw, separable lean only, loin chop, imported, New Zealand",142,19.98,6.88,0.0,Muscle Gain
"Chicken, fried, cooked, meat only, dark meat, broilers or fryers",239,28.99,11.62,2.59,Muscle Gain
"Fish, drained solids, without salt, canned in water, light, tuna",116,25.51,0.82,0.0,Muscle Gain
"Fish, drained solids, without salt, canned in water, white, tuna",128,23.62,2.97,0.0,Muscle Gain
"Soup, single brand, ready-to-serve, microwavable, vegetable beef",44,6.2,0.7,3.3,Weight Loss
"Beans, drained without salt, boiled, cooked, frozen, green, snap",28,1.49,0.17,6.45,Weight Loss
"Fast Food, stuffed crust, cheese topping, 14"" pizza, Pizza Chain",274,12.23,11.63,30.0,Maintain
"GARDENBURGER Savory Portabella Veggie Burger, unprepared, frozen",138,5.9,3.3,22.1,Weight Loss
"Soup, low sodium, prepared with water, canned, vegetable chicken",69,5.1,2.0,8.76,Weight Loss
"Peppers, with salt, drained, boiled, chopped, frozen, red, sweet",16,0.95,0.18,3.31,Weight Loss
"Jams and preserves, any flavor, no sugar (with sodium saccharin)",132,0.3,0.3,53.42,Weight Loss
"Soup, prepared with equal volume water, canned, chicken mushroom",54,1.8,3.75,3.8,Weight Loss
"Infant formula, ready-to-feed, with iron, PROSOBEE, MEAD JOHNSON",63,1.64,3.5,6.11,Weight Loss
"Pasta, cooked, remaining enriched semolina, 51% whole wheat, whole grain",156,5.67,1.48,30.87,Weight Loss
"Squash, without salt, or baked, drained, boiled, cooked, spaghetti, winter",27,0.66,0.26,6.46,Weight Loss
"KFC, meat and skin with breading, Drumstick, ORIGINAL RECIPE, Fried Chicken",239,22.3,14.22,5.39,Muscle Gain
"Peppers, solids and liquids, excluding seeds, pods, canned, green, hot chili",21,0.9,0.1,5.1,Weight Loss
"Pork, raw, separable lean and fat, boneless, center loin (chops), loin, fresh",201,21.14,12.96,0.0,Muscle Gain
"Chicken, braised, cooked, with added solution, meat and skin, thigh, dark meat",215,20.7,14.62,0.21,Muscle Gain
